Incident Number,Area,Completed Incident Date,Land Type,Waste Type,Incident Size,Overall Environmental Impact
20215340810,Solent and South Downs,6/20/2023,Agricultural,other commercial waste,tipper lorry load,3
17215355707,Kent South London and East Sussex,5/25/2023,Private - Residential,other (unidentified),other single item,4
22215362212,Wessex,5/25/2023,Agricultural,"chemical drums, oil or fuel",small van load,4
22215517712,Wessex,6/29/2023,Watercourse / Bank,asbestos,small van load,3
16215550506,Hertfordshire and North London,6/5/2023,Commercial / Industrial,black bags - house hold,significant/multiple loads,3
17215579907,Kent South London and East Sussex,7/26/2023,Watercourse / Bank,construction/demolition/excavation,car boot load or less,3
16215588706,Hertfordshire and North London,6/5/2023,Council Land,black bags - house hold,significant/multiple loads,3
16215648706,Hertfordshire and North London,6/5/2023,Commercial / Industrial,black bags - house hold,significant/multiple loads,3
24215668914,Yorkshire,7/25/2023,Watercourse / Bank,construction/demolition/excavation,small van load,4
15215781105,Greater Manchester Merseyside and Cheshire,6/14/2023,Highway,asbestos,significant/multiple loads,4
24215791514,Yorkshire,6/23/2023,Commercial / Industrial,asbestos,tipper lorry load,3
16215929406,Hertfordshire and North London,6/19/2023,Private - Residential,black bags - house hold,significant/multiple loads,3
17216079407,Kent South London and East Sussex,6/21/2023,Private - Residential,other (unidentified),single black bag,4
13216119203,East Anglia,7/24/2023,Watercourse / Bank,"chemical drums, oil or fuel",other single item,4
23216293113,West Midlands,6/23/2023,Agricultural,other (unidentified),transit van load,4
19216549709,North East,6/29/2023,Watercourse / Bank,animal carcass,single black bag,4
15216649405,Greater Manchester Merseyside and Cheshire,9/14/2023,Highway,other (unidentified),other single item,3
22216727912,Wessex,7/17/2023,Watercourse / Bank,other house hold waste,small van load,3
21216739711,Thames,9/15/2023,Watercourse / Bank,other (unidentified),other single item,3
16216801806,Hertfordshire and North London,7/11/2023,Private - Residential,black bags - house hold,significant/multiple loads,3
17217029307,Kent South London and East Sussex,7/25/2023,Highway,other commercial waste,small van load,3
16217071706,Hertfordshire and North London,7/27/2023,Private - Residential,other commercial waste,small van load,3
16217233606,Hertfordshire and North London,12/28/2023,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
16217291606,Hertfordshire and North London,8/7/2023,Footpath / Bridleway,other commercial waste,significant/multiple loads,3
21217469411,Thames,8/10/2023,Highway,other commercial waste,significant/multiple loads,3
18217609208,Lincolnshire and Northamptonshire,8/11/2023,Watercourse / Bank,black bags - house hold,other single item,3
21217641111,Thames,8/17/2023,Private - Residential,"chemical drums, oil or fuel",single black bag,4
18217710708,Lincolnshire and Northamptonshire,10/18/2023,Watercourse / Bank,"chemical drums, oil or fuel",small van load,3
13217754903,East Anglia,8/11/2023,Watercourse / Bank,"chemical drums, oil or fuel",car boot load or less,4
16217772906,Hertfordshire and North London,8/17/2023,Private - Residential,construction/demolition/excavation,significant/multiple loads,4
18217802008,Lincolnshire and Northamptonshire,11/20/2023,Agricultural,construction/demolition/excavation,significant/multiple loads,3
18217902308,Lincolnshire and Northamptonshire,8/22/2023,Commercial / Industrial,other commercial waste,significant/multiple loads,3
19218040809,North East,9/11/2023,Commercial / Industrial,other commercial waste,transit van load,3
16218206506,Hertfordshire and North London,9/18/2023,Footpath / Bridleway,construction/demolition/excavation,significant/multiple loads,3
13218334203,East Anglia,10/26/2023,Council Land,"chemical drums, oil or fuel",other single item,3
16218372106,Hertfordshire and North London,9/4/2023,Private - Residential,other house hold waste,significant/multiple loads,3
16218562506,Hertfordshire and North London,9/15/2023,Private - Residential,other house hold waste,tipper lorry load,4
16218722006,Hertfordshire and North London,9/20/2023,Private - Residential,other house hold waste,significant/multiple loads,3
23218753113,West Midlands,9/19/2023,Highway,other house hold waste,significant/multiple loads,4
24218794214,Yorkshire,11/7/2023,Other (Unidentified),asbestos,tipper lorry load,3
12218805002,"Devon, Cornwall and the Isles of Scilly",9/20/2023,Watercourse / Bank,asbestos,small van load,4
16218924306,Hertfordshire and North London,12/12/2023,Commercial / Industrial,"chemical drums, oil or fuel",other single item,3
18218944308,Lincolnshire and Northamptonshire,10/6/2023,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
16219040306,Hertfordshire and North London,9/30/2023,Private - Residential,black bags - house hold,significant/multiple loads,3
21219335911,Thames,10/16/2023,Watercourse / Bank,other (unidentified),small van load,3
14220225304,East Midlands,2/13/2024,Agricultural,other house hold waste,significant/multiple loads,3
17220225607,Kent South London and East Sussex,11/14/2023,Agricultural,other commercial waste,significant/multiple loads,2
21220294911,Thames,11/14/2023,Watercourse / Bank,other house hold waste,other single item,4
16220307806,Hertfordshire and North London,11/16/2023,Private - Residential,other house hold waste,significant/multiple loads,3
20220761810,Solent and South Downs,12/6/2023,Private - Residential,"chemical drums, oil or fuel",car boot load or less,3
16220863706,Hertfordshire and North London,12/12/2023,Private - Residential,other house hold waste,tipper lorry load,3
16220900106,Hertfordshire and North London,12/21/2023,Footpath / Bridleway,vehicle parts,small van load,4
16220914506,Hertfordshire and North London,12/8/2023,Other (Unidentified),other (unidentified),tipper lorry load,3
22220931512,Wessex,1/26/2024,Other (Unidentified),"chemical drums, oil or fuel",transit van load,3
16220957906,Hertfordshire and North London,12/14/2023,Council Land,other commercial waste,significant/multiple loads,3
16220987906,Hertfordshire and North London,12/12/2023,Agricultural,other (unidentified),significant/multiple loads,3
13220988003,East Anglia,12/12/2023,Agricultural,other (unidentified),tipper lorry load,3
13221089903,East Anglia,1/16/2024,Commercial / Industrial,black bags - commercial,significant/multiple loads,3
13221089903,East Anglia,3/19/2024,Commercial / Industrial,black bags - commercial,significant/multiple loads,3
13221160403,East Anglia,12/21/2023,Agricultural,construction/demolition/excavation,significant/multiple loads,3
13221160503,East Anglia,12/21/2023,Agricultural,construction/demolition/excavation,significant/multiple loads,3
17221218407,Kent South London and East Sussex,2/19/2024,Commercial / Industrial,construction/demolition/excavation,transit van load,3
13221228503,East Anglia,12/22/2023,Footpath / Bridleway,other commercial waste,significant/multiple loads,3
13221249303,East Anglia,1/3/2024,Other (Unidentified),other commercial waste,significant/multiple loads,3
13221285703,East Anglia,1/24/2024,Agricultural,other commercial waste,significant/multiple loads,3
13221337603,East Anglia,1/16/2024,Highway,other commercial waste,tipper lorry load,3
16221435806,Hertfordshire and North London,1/3/2024,Agricultural,other commercial waste,tipper lorry load,3
14221551004,East Midlands,1/9/2024,Highway,other house hold waste,tipper lorry load,3
24221576814,Yorkshire,1/9/2024,Agricultural,other commercial waste,small van load,4
13221695103,East Anglia,1/9/2024,Agricultural,other commercial waste,significant/multiple loads,3
14221880804,East Midlands,1/24/2024,Private - Residential,other house hold waste,tipper lorry load,3
13221906103,East Anglia,1/24/2024,Footpath / Bridleway,other commercial waste,significant/multiple loads,3
13221936203,East Anglia,1/19/2024,Commercial / Industrial,other commercial waste,tipper lorry load,3
13221945703,East Anglia,2/9/2024,Agricultural,other commercial waste,tipper lorry load,3
13222003903,East Anglia,1/23/2024,Footpath / Bridleway,other commercial waste,significant/multiple loads,3
13222022903,East Anglia,1/19/2024,Agricultural,other commercial waste,significant/multiple loads,3
19222129509,North East,2/28/2024,Commercial / Industrial,black bags - house hold,significant/multiple loads,3
13222211503,East Anglia,1/23/2024,Agricultural,other commercial waste,significant/multiple loads,3
17222265407,Kent South London and East Sussex,3/25/2024,Private - Residential,black bags - house hold,significant/multiple loads,3
13222313503,East Anglia,1/26/2024,Highway,other commercial waste,tipper lorry load,3
19222323509,North East,1/25/2024,Watercourse / Bank,other commercial waste,small van load,4
13222325403,East Anglia,2/8/2024,Agricultural,other house hold waste,significant/multiple loads,3
17222345007,Kent South London and East Sussex,1/30/2024,Highway,other commercial waste,tipper lorry load,3
14222365604,East Midlands,3/6/2024,Commercial / Industrial,black bags - commercial,significant/multiple loads,3
13222376403,East Anglia,1/26/2024,Footpath / Bridleway,other (unidentified),significant/multiple loads,3
16222451406,Hertfordshire and North London,2/8/2024,Private - Residential,other house hold waste,significant/multiple loads,3
13222465503,East Anglia,1/29/2024,Footpath / Bridleway,other commercial waste,significant/multiple loads,3
16222475706,Hertfordshire and North London,1/30/2024,Private - Residential,other house hold waste,significant/multiple loads,3
16222571906,Hertfordshire and North London,2/9/2024,Footpath / Bridleway,other commercial waste,tipper lorry load,3
16222638306,Hertfordshire and North London,2/13/2024,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
14222719904,East Midlands,3/1/2024,Watercourse / Bank,other house hold waste,single black bag,3
14222737604,East Midlands,2/26/2024,Commercial / Industrial,other commercial waste,small van load,3
16222828706,Hertfordshire and North London,2/14/2024,Private - Residential,black bags - house hold,significant/multiple loads,3
16222891306,Hertfordshire and North London,2/26/2024,Private - Residential,other house hold waste,significant/multiple loads,3
16223312306,Hertfordshire and North London,2/22/2024,Commercial / Industrial,other commercial waste,significant/multiple loads,3
16223451806,Hertfordshire and North London,2/22/2024,Commercial / Industrial,other house hold waste,significant/multiple loads,3
13223482003,East Anglia,2/23/2024,Agricultural,other commercial waste,significant/multiple loads,3
13223569103,East Anglia,2/28/2024,Footpath / Bridleway,other (unidentified),tipper lorry load,4
16223750306,Hertfordshire and North London,2/27/2024,Commercial / Industrial,other commercial waste,tipper lorry load,3
13223853703,East Anglia,2/28/2024,Commercial / Industrial,other commercial waste,significant/multiple loads,3
13223886603,East Anglia,3/8/2024,Footpath / Bridleway,other commercial waste,tipper lorry load,3
21223953911,Thames,3/4/2024,Council Land,other house hold waste,significant/multiple loads,3
21223954711,Thames,3/4/2024,Highway,other house hold waste,tipper lorry load,3
21223955311,Thames,3/4/2024,Highway,other house hold waste,tipper lorry load,3
19224017209,North East,3/19/2024,Commercial / Industrial,tyres,significant/multiple loads,3
22224029312,Wessex,3/13/2024,Commercial / Industrial,construction/demolition/excavation,significant/multiple loads,3
12224034402,"Devon, Cornwall and the Isles of Scilly",3/12/2024,Commercial / Industrial,construction/demolition/excavation,significant/multiple loads,4
16224043906,Hertfordshire and North London,3/12/2024,Private - Residential,other house hold waste,significant/multiple loads,3
21224057811,Thames,3/6/2024,Commercial / Industrial,other commercial waste,significant/multiple loads,2
22224084412,Wessex,3/27/2024,Watercourse / Bank,"chemical drums, oil or fuel",transit van load,2
13224203403,East Anglia,3/6/2024,Agricultural,other commercial waste,significant/multiple loads,3
13224210503,East Anglia,3/8/2024,Agricultural,other (unidentified),tipper lorry load,3
14224310604,East Midlands,3/26/2024,Agricultural,asbestos,small van load,3
16224386506,Hertfordshire and North London,3/12/2024,Private - Residential,other house hold waste,significant/multiple loads,3
16224392006,Hertfordshire and North London,3/12/2024,Agricultural,other commercial waste,tipper lorry load,3
16224395006,Hertfordshire and North London,3/12/2024,Private - Residential,other house hold waste,tipper lorry load,3
24224401314,Yorkshire,3/27/2024,Other (Unidentified),construction/demolition/excavation,tipper lorry load,3
13224572203,East Anglia,3/14/2024,Watercourse / Bank,"chemical drums, oil or fuel",single black bag,3
13224603103,East Anglia,3/15/2024,Highway,other commercial waste,tipper lorry load,3
